Message,Sentiment
"Infosys is up 2%, trading near all-time highs📈

IT Index touched a new high today. 

Seems like bulls have a new favorite! 🐂 🚀",0.23154545454545455
"SEBI RA Rohit Mehta sees huge upside in this speciality chemical microcap stock 🚀 

For more deets, head to his post on Stocktwits 👇
stocktwits.onelink.me/Lo6t/5t6uyqjm",0.45000000000000007
"Top Trending on Stocktwits right now 👇

• Hindustan Aeronautics: +2%
• Bajaj Auto: -2.9%
• Vodafone Idea: +11.1%
• Nifty FMCG: +1%
• M&M: -2.5%
• Nifty Auto: -1.4%
• ICICI Bank: +0.3%
• Zomato: +1.5%
• ONGC: -2%
• HDFC Bank: -0.4%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.39285714285714285
"Largecaps down from their all-time highs: 

▫️Adani Green: -71%
▫️PNB: -63%
▫️Adani Power: -51%
▫️Adani Ent: -48%
▫️Hindustan Zinc: -39%
▫️Dmart: -38%

Are you buying the dip in any of these? 👀",-0.1777777777777778
"ICYMI, SEBI RA @StockAce_India is hosting an AMA and sharing their insights on your market queries. 

Go ahead, and ask them now on Stocktwits ⬇  

PS: There's a special bonus in there too 😉

stocktwits.onelink.me/Lo6t/y1e9eyrb",0.35714285714285715
"🚨 OLA Electric zooms 7% today, its biggest move in 2 months! 

But still down 53% from its highs...",-0.15555555555555559
"Shipping stocks in spotlight today

• GRSE: +7.8%
• Cochin Shipyard: +5%
•  Mazagon Dock: +4.2%

JP Morgan initiates neutral call on Mazagon Dock",0.0
"🚨 Adani Group stocks trading in the red 

Adani Energy Solutions now trading below the lows set during the Hindenburg sell-off 😱",0.0
"HDFC Bank sold off after hitting a new all-time high🥲

What's your move here - buying or selling?👀",0.13636363636363635
"🚨 Nifty IT Index hits another all-time high!

Up 1.2% in early trading - will IT stocks lead the next bull run? 🥸",0.10000000000000002
"🚨Vodafone Idea: Union Cabinet provides in principle approval on the telecom co's bank guarantee issue    

Stock is in upper circuit! 🚀",0.0
"Short-term trade ideas from SEBI RAs on Stocktwits 👇    
    
Upside: 26%    
https://stocktwits.com/BHARATSHARMA_StockAce_RA/message/593755525    
    
Upside: 22%    
https://stocktwits.com/ramaiyavipul/message/593930880    
    
Upside: 21%    
https://stocktwits.com/BHARATSHARMA_StockAce_RA/message/593753774    
    
Upside: 9%    
https://stocktwits.com/Starofmarketadvice/message/593927462",0.0
"Evening, traders! 🚀

In today's edition of The Daily Rip India...

Our top story covers how the BJP-led NDA's landslide victory ended Maharashtra's political instability and why it's a positive signal for the stock market.🥸

Also:

💸Adani Group drops its H1 FY25 numbers; we’ve got the highlights.
🤠Zomato makes it into the Sensex club
📈PSU banks going yo-yo with big swings today!

Make sure you all have subscribed to the best free daily newsletter  
here: thedailyrip-in.stocktwits.com/p/markets-chee…",0.2919191919191919
"Reliance to face competition from Starlink—could this spell big trouble?

Dive into the reasons behind Reliance Industries' recent underperformance, its future business outlook, and SEBI RAs' analysis 🥸

Watch now:https://youtu.be/GJRDuQlR6IQ",-0.12000000000000002
"📢 Markets off the day's high! Are we out of the woods yet or more pain in store for the markets and your fav stocks? 🥺 

Get your queries answered by SEBI RA Bharat Sharma on Stocktwits! 

Bonus: A special surprise in store as well 😉 
stocktwits.onelink.me/Lo6t/y1e9eyrb",0.39404761904761904
"The Stocktwits India Momentum Index surged 2.85%, significantly outperforming Nifty 500, which gained 1.5%.    

With 9 out of 10 stocks in the green, the index gained momentum, thanks to leaders like Aegis Logistics and PB Fintech. Motilal Oswal, though in the red, slipped by only 0.2%.",0.075
"Stocks continued their recovery after the NDA-led alliance's win in the Maharashtra polls and due to positive global cues. Nifty closed above its 20-EMA for the first time since October. Infra, Banks, and Realty stocks led the rally. HDFC Bank hit a new all-time high. All indices closed in green.

✧ $NIFTY50.NSE △ 1.3%    
✧ $SENSEX △ 1.3%    
✧ $NIFTYBANK.NSE △ 2.1%    
✧ $NIFTYMIDCAP100.NSE △ 1.6%    
✧ $NIFTYSMLCAP100.NSE △ 2.0%    
✧ Stocktwits India Momentum Index △ 2.9%",0.09533057851239667
🚨HDFC Bank hit a new all-time high,0.1481818181818182
"Top Nifty 50 gainers today👇

ONGC, L&T & BEL leading the index 🚀",0.5
"Railway Stocks in focus today👇

• Railtel: 7.4%
• RITES: 6.6%
• Titagarh: 6.4%
• Jupiter Wagons: 5.9%
• Texmaco Rail: 4.6% 
• RVNL: 4.3%
• Ircon: 4.3%

What's fueling this rally?👀",0.0
"Top Trending on Stocktwits right now 👇

• NIFTY 50: +1.2%
• HUDCO: +5.5%
• Colgate-Palmolive: +4.1%
• Indian Hotels: +0.1%
• Nifty Infrastructure: +2.2%
• TCS: +0.9%
• Balrampur Chini: +4%
• Tata Consumer: +1%
• Ramco Cements: +2.9%
• Bajaj Finance: +0.2%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.39285714285714285
"🚨 Amazon plans to launch quick commerce service in India, codenamed Tez, by December.",0.3333333333333333
"What's next for Nifty 50? 🤔 

SEBI RA Aditya Hujband shares the key level to watch, focus point, and his observations on Stocktwits 🤓

https://stocktwits.onelink.me/Lo6t/pqdlcat5",0.0
"🚨 HDFC Bank trading near its all-time highs

Can we finally see a breakout? 🚀👀",0.05
"🚨Adani Group stocks trading in green 

A dead cat bounce? 👀",-0.2
"🚨Nifty PSU Bank Index up over 3.9%

PSU Banks to begin a new rally? 🚀",0.13636363636363635
A beautiful sight 😍,0.85
"The Stocktwits India Momentum Index wrapped up the week with a modest 1.04% return, closely matching the Nifty 500's 1.19% gain.

Top performers: Kfin Tech (+9.1%) & Kaynes (+5.7%).
Lagging behind: Godfrey Phillips, with a steep -8% decline.

In this week's shuffle, Kfin Technologies replaces Zomato.",0.06666666666666665
"Good evening, everyone, and a happy weekend!🤗

Here’s what’s in today’s The Daily Rip India👇

Our top story covers Paytm 💳—how it’s emerged as an unlikely market 
outperformer📈

Also covered:
🚰 Enviro Infra Engineers IPO Overview
🧐 4 stocks that saw big moves today

Make sure you all have subscribed to the best free daily newsletter here: thedailyrip-in.stocktwits.com/p/buy-the-dip-…",0.33999999999999997
"The Stocktwits India Momentum Index took a breather, inching up 0.6%, while the Nifty 500 flexed with a solid 1.9% gain.    

Oracle Financial and Motilal Oswal led the charge, but Godfrey Phillips' -3.9% dip dragged the index down.",-0.051851851851851864
"This week goes to the Bulls! Nifty snapped a 2-week losing streak with its best day in 5 months. Reliance was highlight of the day gaining 3.5%. IT sector led the market, while Media was the only loser. 

✧ $NIFTY50.NSE △ 2.4%   
✧ $SENSEX △ 2.5%   
✧ $NIFTYBANK.NSE △ 1.5%   
✧ $NIFTYMIDCAP100.NSE △ 1.2%   
✧ $NIFTYSMLCAP100.NSE △ 0.9%   
✧ Stocktwits India Momentum Index △ 0.6%",0.5
"🚨Nifty above 23,900

What's behind this surprise rally?🧐",-0.2
"Top Nifty gainers👇

▫️SBI: 4.5%
▫️Tata Consumer: 3.6%
▫️JSW Steel: 3.5%
▫️TCS: 3.4%
▫️Ultratech: 3.3%
▫️ITC: 3.3%",0.5
Nifty 50 - Every single stock in the green today! 🤑,-0.1607142857142857
"ICYMI, SEBI RA A & Y Market Research is hosting an AMA and sharing their views on your market queries. 

Ask your questions in their post on Stocktwits now 👇
stocktwits.onelink.me/Lo6t/v7mjiz7o",0.0
Heatmap says it all – bulls are running wild today! 🚀,0.125
"🚨Nifty climbs above 23,600 and reclaims the 200-EMA! 🔥

Is this the breakout bulls were waiting for? 🐂📈",0.0
🚨Adani Enterprises recovers 12% from lows,0.0
"Vodafone Idea just hit a new 52-week low, down 65% from its highs 😳

Now, it needs to bounce back by 184% to reach those levels again 👀",-0.004797979797979808
"Nifty facing resistance at 200-EMA 👀

This doesn't look good for the bulls. Do you think we can close above 200-EMA today?",0.35
"SEBI RA Navodit Tiwari sees a huge upside in this stock from a trending theme in India 📈 

More deets in his post on Stocktwits 👇
stocktwits.onelink.me/Lo6t/9zn5me41",0.45000000000000007
"Nifty IT Index making waves today, up 1.8%🚀 

IT stocks are clearly in the spotlight

• Wipro: 2.7%
• Mphasis: 2.5%
• LTI Mindtree: 2.4%
• Tech Mahindra: 2%",0.10000000000000002
"🚨S&P cuts outlook on Adani Ports, other group firms to negative; flags funding, cash flow risks after bribery charges

Is this the dip to avoid or to buy? What’s your call? 🧐",-0.2125
"ICICI Bank powering the rally! 🚀 Up 2%, steering the Nifty higher",0.25
"PSU banks are flexing today! 💪 

The Nifty PSU Bank index is up 2%

• Bank of Maharashtra (+2.95%)
• Bank of Baroda (+2.69%) 
• PNB (+2.59%).",0.0
"🚨Bitcoin near $100,000 🚀",0.1
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 31%   
https://stocktwits.com/aymr2504/message/593464060   
   
Upside: 24%   
https://stocktwits.com/GJsTechnoFunda/message/593294049   
   
Upside: 13%   
https://stocktwits.com/VipinTrader/message/593297846   
   
Upside: 7%   
https://stocktwits.com/VipinTrader/message/593466309",0.0
"Adani Group’s ₹3 Lakh Crore Wipeout 😳

In today’s top story in The Daily Rip India, we unpack the charges brought by the US  District Court against Adani Group and their potential impact on the group’s businesses 🧐

What else:
📈 UPL’s Rally: Breaking down the triggers fueling this surge
🏗️ Telecom and infra stocks cheer input tax credit relief

Make sure you all have subscribed to the best free daily newsletter written by our own Yash Upadhyaya 
here: thedailyrip-in.stocktwits.com/p/adani-group-…",0.3160493827160494
"Charts don’t lie?🤔 

A thread from SEBI RA Rohit Mehta on Stocktwits on how Adani Group charts reveal the story before it actually breaks 👇

https://stocktwits.com/billiondreamz/message/593465739",0.0
"The Stocktwits India Momentum Index slid by 1.46%, even as the broader Nifty 500 dipped a more muted 0.83%.

7 of the 10 index constituents finished in negative territory, with Aegis Logistics leading the losses with the dip of 4.7%.",0.1
"Markets end at five-month low amidst Adani group bribery charges, and weak global cues. Mid-and-small-caps maintained their 200-EMA levels. The PSU Bank index declined the most while IT sector showed resilience.

✧ $NIFTY50.NSE ▼ -0.7% 
✧ $SENSEX ▼ -0.5% 
✧ $NIFTYBANK.NSE  ▼ -0.5% 
✧ $NIFTYMIDCAP100.NSE  ▼ -0.3% 
✧ $NIFTYSMLCAP100.NSE ▼ -0.5% 
✧ Stocktwits India Momentum Index ▼ -1.5%",0.03125
"Mamaearth stock keeps falling—down-to-earth indeed!🌍

Falls another -10% today, now down 56% from its highs. 😳

At what price will it finally scream value buy? 👀",-0.07777777777777779
"Markets to stay range-bound in near-term, Nifty at 27,000 by end of 2025: Goldman Sachs 

Goldman is expecting 16% return in the 
next 1 year🧐",0.0
"Top Trending Stocks on Stocktwits right now 👇

• Adani Enterprises: -18.2%
• Adani Ports: -11.4%
• Adani Power: -6.4%
• Adani Green Energy: -16.3%
• Indian Hotels: +4.9%
• Godrej Consumer: -0.4%
• MTAR Tech: -0.1%
• Astral: -0.9%
• HDFC Life: -0.8%
• MedPlus: -0.8%

See all  trending stocks on Stocktwits👇 stocktwits.onelink.me/Lo6t/ugf4asuy",0.1952380952380952
"🚨AMA Alert 🚨

Have questions on where your fav stocks and markets are headed? 

SEBI RA A & Y Market Research is hosting an AMA! 

Ask them on Stocktwits..
stocktwits.onelink.me/Lo6t/v7mjiz7o",0.0
"🚨Indian Hotels hits another all-time high

Stock is up 20% in the last one month

In any market, you’ll always find a Tata Group stock leading the pack💪",0.08
"""Q3 is set to be very strong, marking the end of the correction phase; FII selling intensity likely peaked"" says Ridham Desai of Morgan Stanley 

So... are we near the bottom? 👀",0.22111111111111112
Some very expensive artwork on display here👀,-0.65
"Debating whether to apply or avoid NTPC Green Energy IPO? 

SEBI RA Aditya Hujband has shared his insights on Stocktiwts 👇
stocktwits.onelink.me/Lo6t/z5blu104",-0.2
"SEBI RA Orchid Research sees an exciting opportunity in this power sector stock.

More deets in their Stocktwits post 📈

stocktwits.onelink.me/Lo6t/69gfy0q0",0.4
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 26%   
https://stocktwits.com/stock_ark/message/593034343   
   
Upside: 22%   
https://stocktwits.com/prabhatmittal1/message/593129945   
   
Upside: 12%   
https://stocktwits.com/Starofmarketadvice/message/592967779   
   
Upside: 8%   
https://stocktwits.com/VipinTrader/message/593124360",0.0
